Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units","Bulk GTIN"
Providence,Weekly,"2019-01-13 00:00:00",Conventional,1.636373744,73701.48,1990.67,63415.49,104.53,7926.59,0.00,0.00,0.00,264.19
Providence,Weekly,"2019-01-20 00:00:00",Conventional,1.507792060,89638.37,2021.61,77033.91,109.62,9774.50,0.00,0.00,0.00,698.73
Providence,Weekly,"2019-01-27 00:00:00",Conventional,1.537811403,83294.98,2052.25,72115.82,105.83,8564.41,0.00,0.00,0.00,456.67
Providence,Weekly,"2019-02-03 00:00:00",Conventional,1.281655773,92569.60,2341.64,79990.30,425.89,9079.52,0.00,0.00,0.00,732.24
Providence,Weekly,"2019-02-10 00:00:00",Conventional,1.151843896,114456.11,2306.10,105046.93,166.32,6410.98,0.00,0.00,0.00,525.78
Providence,Weekly,"2019-02-17 00:00:00",Conventional,1.298230420,78316.43,1976.59,69093.49,115.99,6726.95,0.00,0.00,0.00,403.42
Providence,Weekly,"2019-02-24 00:00:00",Conventional,1.326018648,89410.15,2101.48,80260.37,121.76,6286.28,0.00,0.00,0.00,640.26
Providence,Weekly,"2019-03-03 00:00:00",Conventional,1.332432346,90106.45,1732.28,81407.58,159.14,6208.22,0.00,0.00,0.00,599.25
Providence,Weekly,"2019-03-10 00:00:00",Conventional,1.389676095,92492.38,1531.94,83991.05,153.81,6630.53,0.00,0.00,0.00,185.05
Providence,Weekly,"2019-03-17 00:00:00",Conventional,1.379689617,84837.75,1707.69,75812.02,122.38,7119.88,0.00,0.00,0.00,75.79
Providence,Weekly,"2019-03-24 00:00:00",Conventional,1.443295850,94623.26,1900.25,84349.84,118.48,8129.02,0.00,0.00,0.00,125.69
Providence,Weekly,"2019-03-31 00:00:00",Conventional,1.590884489,79093.38,1122.16,67780.96,138.91,10033.49,0.00,0.00,0.00,17.85
Providence,Weekly,"2019-04-07 00:00:00",Conventional,1.438486986,101926.12,1858.72,89945.08,136.90,9902.48,0.00,0.00,0.00,82.95
Providence,Weekly,"2019-04-14 00:00:00",Conventional,0.972589575,143694.57,2825.59,131897.18,157.17,8795.73,0.00,0.00,0.00,18.90
Providence,Weekly,"2019-04-21 00:00:00",Conventional,1.765531561,39255.63,1563.66,28511.37,248.54,8882.72,0.00,0.00,0.00,49.35
Providence,Weekly,"2019-04-28 00:00:00",Conventional,1.773139587,50586.49,1714.05,41565.21,195.98,7076.59,0.00,0.00,0.00,34.65
Providence,Weekly,"2019-05-05 00:00:00",Conventional,1.731361722,85295.27,2523.97,74305.40,365.98,8079.97,0.00,0.00,0.00,19.95
Providence,Weekly,"2019-05-12 00:00:00",Conventional,1.667480714,99122.55,2086.67,86948.63,780.97,9288.42,0.00,0.00,0.00,17.85
Providence,Weekly,"2019-05-19 00:00:00",Conventional,1.691272188,77246.82,1587.80,65686.74,178.15,9771.60,0.00,0.00,0.00,22.53
Providence,Weekly,"2019-05-26 00:00:00",Conventional,1.706704348,79940.79,1877.28,67649.94,118.13,10078.70,0.00,0.00,0.00,216.74
Providence,Weekly,"2019-06-02 00:00:00",Conventional,1.730105454,82098.48,1723.43,71577.54,147.86,8538.43,0.00,0.00,0.00,111.21
Providence,Weekly,"2019-06-09 00:00:00",Conventional,1.581561295,92059.62,1807.79,79227.29,124.33,10343.14,0.00,0.00,0.00,557.07
Providence,Weekly,"2019-06-16 00:00:00",Conventional,1.690515491,80817.25,1486.61,69189.63,165.32,8986.83,0.00,0.00,0.00,988.86
Providence,Weekly,"2019-06-23 00:00:00",Conventional,1.681411695,82909.83,1588.19,70985.90,129.19,7945.23,0.00,0.00,0.00,2261.32
Providence,Weekly,"2019-06-30 00:00:00",Conventional,1.568731253,85997.82,1624.33,73178.48,114.53,8848.46,0.00,0.00,0.00,2232.01
Providence,Weekly,"2019-07-07 00:00:00",Conventional,1.665524960,96336.34,1749.27,84261.41,113.53,8630.24,0.00,0.00,0.00,1581.89
Providence,Weekly,"2019-07-14 00:00:00",Conventional,1.652461450,76388.23,1378.78,65672.36,139.01,7367.47,0.00,0.00,0.00,1830.62
Providence,Weekly,"2019-07-21 00:00:00",Conventional,1.722324896,70544.54,1639.25,61415.22,116.68,6104.49,0.00,0.00,0.00,1268.90
Providence,Weekly,"2019-07-28 00:00:00",Conventional,1.723056318,74324.92,1812.63,64441.17,76.54,7210.77,0.00,0.00,0.00,783.81
Providence,Weekly,"2019-08-04 00:00:00",Conventional,1.679318745,81443.58,1567.67,69837.74,101.12,8417.45,0.00,0.00,0.00,1519.60
Providence,Weekly,"2019-08-11 00:00:00",Conventional,1.649463990,80319.33,1515.23,62410.46,109.62,15084.24,0.00,0.00,0.00,1199.79
Providence,Weekly,"2019-08-18 00:00:00",Conventional,1.608835045,78863.33,1740.95,62389.90,97.32,14104.48,0.00,0.00,0.00,530.68
Providence,Weekly,"2019-08-25 00:00:00",Conventional,1.657177728,70837.88,1434.53,61029.63,94.61,7577.86,0.00,0.00,0.00,701.25
Providence,Weekly,"2019-09-01 00:00:00",Conventional,1.628616090,67610.59,1536.85,56589.74,65.19,8340.87,0.00,0.00,0.00,1077.94
Providence,Weekly,"2019-09-08 00:00:00",Conventional,1.645683789,83617.31,1838.98,72787.05,109.49,7691.61,0.00,0.00,0.00,1190.18
Providence,Weekly,"2019-09-15 00:00:00",Conventional,1.636501552,73694.79,1559.16,63375.43,81.27,6926.81,0.00,0.00,0.00,1752.12
Providence,Weekly,"2019-09-22 00:00:00",Conventional,1.509739761,77856.85,1323.01,67473.19,87.51,6468.04,0.00,0.00,0.00,2505.11
Providence,Weekly,"2019-09-29 00:00:00",Conventional,1.636967074,65414.42,1844.34,53317.13,94.85,6862.49,0.00,0.00,0.00,3295.60
Providence,Weekly,"2019-10-06 00:00:00",Conventional,1.633294471,63921.52,1470.72,52779.30,75.35,8065.64,0.00,0.00,0.00,1530.51
Providence,Weekly,"2019-10-13 00:00:00",Conventional,1.606250698,61149.62,1413.28,48179.75,55.75,7609.85,0.00,0.00,0.00,3890.98
Providence,Weekly,"2019-10-20 00:00:00",Conventional,1.394333812,79386.36,1237.64,50835.95,65.78,13008.99,0.00,0.00,0.00,14238.00
Providence,Weekly,"2019-10-27 00:00:00",Conventional,1.467660926,67910.45,1210.95,43460.45,62.72,16769.55,0.00,0.00,0.00,6406.78
Providence,Weekly,"2019-11-03 00:00:00",Conventional,1.434478948,68815.26,1277.01,43793.20,69.69,19546.85,0.00,0.00,0.00,4128.51
Providence,Weekly,"2019-11-10 00:00:00",Conventional,1.298800170,82172.52,1697.93,59794.23,64.03,13690.58,0.00,0.00,0.00,6925.75
Providence,Weekly,"2019-11-17 00:00:00",Conventional,1.408890175,74111.22,1617.73,55223.26,116.71,8623.67,0.00,0.00,0.00,8529.85
Providence,Weekly,"2019-11-24 00:00:00",Conventional,1.555071740,59711.36,1768.21,44463.82,66.86,7895.46,0.00,0.00,0.00,5517.01
Providence,Weekly,"2019-12-01 00:00:00",Conventional,1.539691540,54598.85,1642.50,40296.36,54.94,7164.35,0.00,0.00,0.00,5440.70
Providence,Weekly,"2019-12-08 00:00:00",Conventional,1.510069025,62040.61,2112.37,44183.65,52.80,8249.58,0.00,0.00,0.00,7442.21
Providence,Weekly,"2019-12-15 00:00:00",Conventional,1.368071199,71386.97,1748.50,44845.47,80.69,8025.59,0.00,0.00,0.00,16686.71
Providence,Weekly,"2019-12-22 00:00:00",Conventional,1.556933144,60609.04,1804.15,42912.86,87.78,6716.52,0.00,0.00,0.00,9087.73
Providence,Weekly,"2019-12-29 00:00:00",Conventional,1.565802288,52321.16,1667.44,38596.42,76.25,5674.54,0.00,0.00,0.00,6306.50
Raleigh/Greensboro,Weekly,"2019-01-07 00:00:00",Conventional,1.121260823,371566.00,146707.26,69706.44,6745.24,106560.59,0.00,0.00,0.00,41846.46
Raleigh/Greensboro,Weekly,"2019-01-13 00:00:00",Conventional,1.111757020,391302.57,158098.24,70999.33,9069.77,106605.49,0.00,0.00,0.00,46529.74
Raleigh/Greensboro,Weekly,"2019-01-20 00:00:00",Conventional,0.955416604,432980.42,122176.69,62856.29,7269.78,201700.47,0.00,0.00,0.00,38977.19
Raleigh/Greensboro,Weekly,"2019-01-27 00:00:00",Conventional,1.104600356,381926.55,160765.96,68633.63,7357.74,106311.57,0.00,0.00,0.00,38857.65
Raleigh/Greensboro,Weekly,"2019-02-03 00:00:00",Conventional,0.824805146,539532.09,236175.26,88787.82,10375.97,173039.99,0.00,0.00,0.00,31153.06
Raleigh/Greensboro,Weekly,"2019-02-10 00:00:00",Conventional,1.059221065,348758.55,150570.11,59674.23,7787.50,100517.15,0.00,0.00,0.00,30209.56
Raleigh/Greensboro,Weekly,"2019-02-17 00:00:00",Conventional,1.096485603,342933.38,152260.41,61209.11,8188.34,90771.85,0.00,0.00,0.00,30503.68
Raleigh/Greensboro,Weekly,"2019-02-24 00:00:00",Conventional,1.109806623,353013.21,154762.01,60585.51,8358.67,97039.39,0.00,0.00,0.00,32267.63
Raleigh/Greensboro,Weekly,"2019-03-03 00:00:00",Conventional,1.058305470,384094.06,174835.14,65414.75,7233.23,98596.53,0.00,0.00,0.00,38014.39
Raleigh/Greensboro,Weekly,"2019-03-10 00:00:00",Conventional,1.084788674,378294.15,170431.39,62603.41,7678.50,103593.43,0.00,0.00,0.00,33987.42
Raleigh/Greensboro,Weekly,"2019-03-17 00:00:00",Conventional,0.918736478,462378.52,188992.58,62240.51,6472.62,174116.76,0.00,0.00,0.00,30556.05
Raleigh/Greensboro,Weekly,"2019-03-24 00:00:00",Conventional,1.043460202,378418.08,172025.09,57756.57,7561.05,108068.21,0.00,0.00,0.00,33007.17
Raleigh/Greensboro,Weekly,"2019-03-31 00:00:00",Conventional,1.067879217,374962.47,165169.70,56800.60,7915.40,111110.94,0.00,0.00,0.00,33965.84
Raleigh/Greensboro,Weekly,"2019-04-07 00:00:00",Conventional,0.853785218,501558.10,219409.18,73110.80,7965.46,170332.86,0.00,0.00,0.00,30739.78
Raleigh/Greensboro,Weekly,"2019-04-14 00:00:00",Conventional,1.374087826,326955.89,145404.52,48420.01,6574.51,100823.52,0.00,0.00,0.00,25733.34
Raleigh/Greensboro,Weekly,"2019-04-21 00:00:00",Conventional,1.451311093,326283.43,140634.69,50239.86,6213.74,101778.90,0.00,0.00,0.00,27416.24
Raleigh/Greensboro,Weekly,"2019-04-28 00:00:00",Conventional,1.446895264,330751.69,151934.96,51330.31,6643.83,95839.84,0.00,0.00,0.00,25002.75
Raleigh/Greensboro,Weekly,"2019-05-05 00:00:00",Conventional,1.191365265,461061.00,199001.79,63495.95,8012.33,172435.82,0.00,0.00,0.00,18115.11
Raleigh/Greensboro,Weekly,"2019-05-12 00:00:00",Conventional,1.389015096,344761.55,159017.15,48922.07,6395.61,117929.56,0.00,0.00,0.00,12497.17
Raleigh/Greensboro,Weekly,"2019-05-19 00:00:00",Conventional,1.091333805,441988.81,235534.38,73253.74,6976.14,113014.71,0.00,0.00,0.00,13209.84
Raleigh/Greensboro,Weekly,"2019-05-26 00:00:00",Conventional,1.419966836,359499.10,169806.21,56759.65,6735.44,112298.24,0.00,0.00,0.00,13899.56
Raleigh/Greensboro,Weekly,"2019-06-02 00:00:00",Conventional,1.241658895,383717.79,191305.73,60332.34,6652.94,113378.86,0.00,0.00,0.00,12047.92
Raleigh/Greensboro,Weekly,"2019-06-09 00:00:00",Conventional,1.277408460,362078.28,176521.50,56173.06,5719.65,109365.44,0.00,0.00,0.00,14298.63
Raleigh/Greensboro,Weekly,"2019-06-16 00:00:00",Conventional,1.457296243,326379.54,140578.45,54746.26,7039.26,109872.18,0.00,0.00,0.00,14143.39
Raleigh/Greensboro,Weekly,"2019-06-23 00:00:00",Conventional,1.500470777,327867.52,138346.21,54406.79,5188.84,113124.39,0.00,0.00,0.00,16801.28
Raleigh/Greensboro,Weekly,"2019-06-30 00:00:00",Conventional,1.517401264,309219.43,122062.34,54775.94,5637.69,107431.69,0.00,0.00,0.00,19311.75
Raleigh/Greensboro,Weekly,"2019-07-07 00:00:00",Conventional,1.552005226,324965.95,130102.61,55248.92,5804.24,113541.89,0.00,0.00,0.00,20268.30
Raleigh/Greensboro,Weekly,"2019-07-14 00:00:00",Conventional,1.552987048,312304.20,119425.27,50881.91,5514.48,115430.66,0.00,0.00,0.00,21051.87
Raleigh/Greensboro,Weekly,"2019-07-21 00:00:00",Conventional,1.556978483,306457.84,118567.57,48960.65,6107.40,112747.58,0.00,0.00,0.00,20074.65
Raleigh/Greensboro,Weekly,"2019-07-28 00:00:00",Conventional,1.545838565,306775.38,132582.41,48263.35,6226.14,104758.51,0.00,0.00,0.00,14944.98
Raleigh/Greensboro,Weekly,"2019-08-04 00:00:00",Conventional,1.525532319,309650.30,119827.82,49062.03,5828.25,110172.26,0.00,0.00,0.00,24759.95
Raleigh/Greensboro,Weekly,"2019-08-11 00:00:00",Conventional,1.499637099,311541.08,118601.67,51065.91,5733.19,113938.05,0.00,0.00,0.00,22202.26
Raleigh/Greensboro,Weekly,"2019-08-18 00:00:00",Conventional,1.382672585,339882.68,146051.16,55302.51,5642.22,105825.79,0.00,0.00,0.00,27061.00
Raleigh/Greensboro,Weekly,"2019-08-25 00:00:00",Conventional,1.266500731,366473.51,167544.55,55539.61,5521.43,106628.70,0.00,0.00,0.00,31239.22
Raleigh/Greensboro,Weekly,"2019-09-01 00:00:00",Conventional,1.353973935,333310.96,119027.17,51834.82,5652.71,131134.00,0.00,0.00,0.00,25662.28
Raleigh/Greensboro,Weekly,"2019-09-08 00:00:00",Conventional,1.322469728,349893.12,155638.35,50882.81,5731.69,110675.64,0.00,0.00,0.00,26964.63
Raleigh/Greensboro,Weekly,"2019-09-15 00:00:00",Conventional,1.362230651,317183.13,125515.55,46176.18,5610.40,108405.55,0.00,0.00,0.00,31475.44
Raleigh/Greensboro,Weekly,"2019-09-22 00:00:00",Conventional,1.332875121,318813.12,128542.44,46990.81,6199.21,107212.41,0.00,0.00,0.00,29868.26
Raleigh/Greensboro,Weekly,"2019-09-29 00:00:00",Conventional,1.321452897,323236.67,126212.00,52610.37,6133.86,106494.56,0.00,0.00,0.00,31785.88
Raleigh/Greensboro,Weekly,"2019-10-06 00:00:00",Conventional,1.297372780,318742.61,114750.62,51315.69,6827.07,116541.36,0.00,0.00,0.00,29307.86
Raleigh/Greensboro,Weekly,"2019-10-13 00:00:00",Conventional,1.257891186,316217.78,132703.10,50399.15,6292.31,98137.64,0.00,0.00,0.00,28685.59
Raleigh/Greensboro,Weekly,"2019-10-20 00:00:00",Conventional,1.271340317,279822.01,99540.75,45978.97,4150.62,106367.39,0.00,0.00,0.00,23784.28
Raleigh/Greensboro,Weekly,"2019-10-27 00:00:00",Conventional,1.081889253,349782.38,133711.38,56831.06,3892.19,122064.17,0.00,0.00,0.00,33283.58
Raleigh/Greensboro,Weekly,"2019-11-03 00:00:00",Conventional,1.218450436,301967.54,116512.49,42139.33,3470.03,108332.10,0.00,0.00,0.00,31513.60
Raleigh/Greensboro,Weekly,"2019-11-10 00:00:00",Conventional,1.202857077,299929.75,111120.57,43445.44,3405.59,111949.81,0.00,0.00,0.00,30008.34
Raleigh/Greensboro,Weekly,"2019-11-17 00:00:00",Conventional,1.106275757,313804.99,122682.72,46597.98,3525.95,111158.69,0.00,0.00,0.00,29839.66
Raleigh/Greensboro,Weekly,"2019-11-24 00:00:00",Conventional,1.204279259,279182.70,104804.75,41839.93,2918.42,100468.18,0.00,0.00,0.00,29151.42
Raleigh/Greensboro,Weekly,"2019-12-01 00:00:00",Conventional,1.212498095,267254.00,105346.03,39388.38,2850.33,92190.93,0.00,0.00,0.00,27478.33
Raleigh/Greensboro,Weekly,"2019-12-08 00:00:00",Conventional,1.086035068,309424.61,125091.76,45392.37,3744.46,106545.09,0.00,0.00,0.00,28650.93
Raleigh/Greensboro,Weekly,"2019-12-15 00:00:00",Conventional,1.148140143,282309.38,110080.73,40697.80,3241.89,96837.70,0.00,0.00,0.00,31451.27
Raleigh/Greensboro,Weekly,"2019-12-22 00:00:00",Conventional,1.139143589,288676.38,108946.67,44758.87,2819.89,101335.07,0.00,0.00,0.00,30815.88
Raleigh/Greensboro,Weekly,"2019-12-29 00:00:00",Conventional,1.027536318,317649.56,123651.19,55528.63,2523.45,107572.85,0.00,0.00,0.00,28373.44
Richmond/Norfolk,Weekly,"2019-01-07 00:00:00",Conventional,0.962367514,316456.89,102787.52,71155.67,1965.31,69905.66,0.00,0.00,0.00,70642.72
Richmond/Norfolk,Weekly,"2019-01-13 00:00:00",Conventional,0.939529091,343566.41,114481.62,64088.65,2472.10,71822.72,0.00,0.00,0.00,90701.31
Richmond/Norfolk,Weekly,"2019-01-20 00:00:00",Conventional,0.944557754,303874.16,78723.59,70985.92,1779.50,84670.19,0.00,0.00,0.00,67714.96
Richmond/Norfolk,Weekly,"2019-01-27 00:00:00",Conventional,1.069611833,278136.11,79802.64,71424.77,1987.46,68554.73,0.00,0.00,0.00,56366.52
Richmond/Norfolk,Weekly,"2019-02-03 00:00:00",Conventional,0.793773415,399654.58,132269.44,83877.70,2605.33,86170.83,0.00,0.00,0.00,94731.28
Richmond/Norfolk,Weekly,"2019-02-10 00:00:00",Conventional,0.900562779,296911.01,89631.42,74287.58,2082.40,56815.36,0.00,0.00,0.00,74094.26
Richmond/Norfolk,Weekly,"2019-02-17 00:00:00",Conventional,0.909670171,287807.70,87108.12,63591.81,2109.20,56297.86,0.00,0.00,0.00,78700.71
Richmond/Norfolk,Weekly,"2019-02-24 00:00:00",Conventional,0.966543974,282368.12,81550.04,67208.29,2188.74,59687.30,0.00,0.00,0.00,71733.76
Richmond/Norfolk,Weekly,"2019-03-03 00:00:00",Conventional,1.040437378,275222.19,83101.32,72396.30,2139.40,64162.72,0.00,0.00,0.00,53422.45
Richmond/Norfolk,Weekly,"2019-03-10 00:00:00",Conventional,0.941389152,305416.36,93749.22,74685.11,2249.38,59877.46,0.00,0.00,0.00,74855.20
Richmond/Norfolk,Weekly,"2019-03-17 00:00:00",Conventional,0.826441983,346509.16,110820.23,79262.22,1848.42,83479.29,0.00,0.00,0.00,71099.00
Richmond/Norfolk,Weekly,"2019-03-24 00:00:00",Conventional,1.060773799,279461.02,74985.50,73096.91,2018.11,77723.16,0.00,0.00,0.00,51637.34
Richmond/Norfolk,Weekly,"2019-03-31 00:00:00",Conventional,1.061922808,277096.87,76713.01,76610.19,2010.41,72149.46,0.00,0.00,0.00,49613.79
Richmond/Norfolk,Weekly,"2019-04-07 00:00:00",Conventional,0.852091035,354493.73,113125.40,86440.68,1916.74,80584.48,0.00,0.00,0.00,72426.43
Richmond/Norfolk,Weekly,"2019-04-14 00:00:00",Conventional,1.142951555,293601.12,79081.95,71980.77,1827.11,68160.59,0.00,0.00,0.00,72550.69
Richmond/Norfolk,Weekly,"2019-04-21 00:00:00",Conventional,1.406421299,250080.59,62758.15,60109.85,1892.63,73044.27,0.00,0.00,0.00,52275.69
Richmond/Norfolk,Weekly,"2019-04-28 00:00:00",Conventional,1.491028379,240392.52,65623.21,67024.09,1932.11,65877.39,0.00,0.00,0.00,39935.73
Richmond/Norfolk,Weekly,"2019-05-05 00:00:00",Conventional,1.232020975,343970.12,103245.11,85220.39,2316.43,79815.37,0.00,0.00,0.00,73372.82
Richmond/Norfolk,Weekly,"2019-05-12 00:00:00",Conventional,1.113775037,322384.47,89057.14,76535.72,1922.02,71770.26,0.00,0.00,0.00,83099.32
Richmond/Norfolk,Weekly,"2019-05-19 00:00:00",Conventional,1.118278194,304399.20,99896.94,68468.14,2180.29,78540.95,0.00,0.00,0.00,55312.88
Richmond/Norfolk,Weekly,"2019-05-26 00:00:00",Conventional,1.381983766,281380.30,73006.10,68885.63,2271.34,80420.73,0.00,0.00,0.00,56796.50
Richmond/Norfolk,Weekly,"2019-06-02 00:00:00",Conventional,1.128443209,320985.71,100473.12,58941.47,2337.95,77777.00,0.00,0.00,0.00,81456.15
Richmond/Norfolk,Weekly,"2019-06-09 00:00:00",Conventional,1.134757872,302491.16,105513.99,53005.57,1983.58,69813.08,0.00,0.00,0.00,72174.94
Richmond/Norfolk,Weekly,"2019-06-16 00:00:00",Conventional,1.412863594,254351.52,71393.42,50869.17,2057.65,75497.80,0.00,0.00,0.00,54533.48
Richmond/Norfolk,Weekly,"2019-06-23 00:00:00",Conventional,1.457452187,255817.97,67404.82,55981.94,2032.94,78425.00,0.00,0.00,0.00,51973.26
Richmond/Norfolk,Weekly,"2019-06-30 00:00:00",Conventional,1.417095065,266471.06,74140.52,58484.77,2194.41,72154.67,0.00,0.00,0.00,59496.69
Richmond/Norfolk,Weekly,"2019-07-07 00:00:00",Conventional,1.394288392,272761.33,79116.22,65878.39,2495.57,67464.89,0.00,0.00,0.00,57806.25
Richmond/Norfolk,Weekly,"2019-07-14 00:00:00",Conventional,1.458429711,239381.80,66880.29,53790.80,1914.96,67737.18,0.00,0.00,0.00,49058.57
Richmond/Norfolk,Weekly,"2019-07-21 00:00:00",Conventional,1.473398939,234291.45,63463.38,60173.00,1868.77,61592.24,0.00,0.00,0.00,47194.06
Richmond/Norfolk,Weekly,"2019-07-28 00:00:00",Conventional,1.475945432,235139.02,63541.46,56267.66,2042.03,63928.64,0.00,0.00,0.00,49359.24
Richmond/Norfolk,Weekly,"2019-08-04 00:00:00",Conventional,1.435676269,246571.43,63594.09,60321.01,1535.06,66588.89,0.00,0.00,0.00,54532.39
Richmond/Norfolk,Weekly,"2019-08-11 00:00:00",Conventional,1.372428808,249917.48,63198.07,56969.28,1812.67,67894.48,0.00,0.00,0.00,60042.98
Richmond/Norfolk,Weekly,"2019-08-18 00:00:00",Conventional,1.391225345,241639.33,66554.48,56004.23,1671.69,63777.43,0.00,0.00,0.00,53631.51
Richmond/Norfolk,Weekly,"2019-08-25 00:00:00",Conventional,1.231320438,262072.74,85558.08,63512.67,1709.78,60305.31,0.00,0.00,0.00,50986.90
Richmond/Norfolk,Weekly,"2019-09-01 00:00:00",Conventional,1.203853545,277303.01,75259.31,65994.06,1885.05,66828.63,0.00,0.00,0.00,67335.96
Richmond/Norfolk,Weekly,"2019-09-08 00:00:00",Conventional,1.208973148,275448.50,86088.64,65581.51,1656.50,56586.87,0.00,0.00,0.00,65534.99
Richmond/Norfolk,Weekly,"2019-09-15 00:00:00",Conventional,1.331445000,234785.89,65934.56,56397.79,1461.59,52731.63,0.00,0.00,0.00,58260.32
Richmond/Norfolk,Weekly,"2019-09-22 00:00:00",Conventional,1.324784272,230503.37,68613.65,54101.23,1659.85,56420.03,0.00,0.00,0.00,49708.61
Richmond/Norfolk,Weekly,"2019-09-29 00:00:00",Conventional,1.294820540,241720.68,66352.65,60175.88,1587.73,53233.07,0.00,0.00,0.00,60371.35
Richmond/Norfolk,Weekly,"2019-10-06 00:00:00",Conventional,1.229237573,255407.48,67645.00,65278.04,1587.37,55385.98,0.00,0.00,0.00,65511.09
Richmond/Norfolk,Weekly,"2019-10-13 00:00:00",Conventional,1.191801261,241562.87,72419.17,55444.44,1586.48,50301.69,0.00,0.00,0.00,61811.09
Richmond/Norfolk,Weekly,"2019-10-20 00:00:00",Conventional,1.222984245,217169.40,60451.48,47735.04,864.63,49942.52,0.00,0.00,0.00,58175.73
Richmond/Norfolk,Weekly,"2019-10-27 00:00:00",Conventional,1.029368358,263264.63,78561.77,48586.48,828.35,61407.25,0.00,0.00,0.00,73880.78
Richmond/Norfolk,Weekly,"2019-11-03 00:00:00",Conventional,1.154169686,234646.03,71058.29,45196.70,697.91,54870.49,0.00,0.00,0.00,62822.64
Richmond/Norfolk,Weekly,"2019-11-10 00:00:00",Conventional,1.208882140,223328.57,64105.80,46742.86,723.03,55110.73,0.00,0.00,0.00,56646.13
Richmond/Norfolk,Weekly,"2019-11-17 00:00:00",Conventional,1.038402316,248341.18,77803.41,48634.30,610.32,50082.48,0.00,0.00,0.00,71210.68
Richmond/Norfolk,Weekly,"2019-11-24 00:00:00",Conventional,1.102015921,218712.44,61797.02,44200.46,584.01,53817.20,0.00,0.00,0.00,58313.74
Richmond/Norfolk,Weekly,"2019-12-01 00:00:00",Conventional,1.202423146,180501.75,51828.51,40830.46,547.08,48211.85,0.00,0.00,0.00,39083.85
Richmond/Norfolk,Weekly,"2019-12-08 00:00:00",Conventional,1.136944826,226401.95,69554.53,46131.33,633.20,54269.90,0.00,0.00,0.00,55812.99
Richmond/Norfolk,Weekly,"2019-12-15 00:00:00",Conventional,1.155573015,205524.51,58266.72,44742.48,739.90,47462.29,0.00,0.00,0.00,54313.13
Richmond/Norfolk,Weekly,"2019-12-22 00:00:00",Conventional,1.097652858,211922.55,59845.08,51346.06,744.77,46437.64,0.00,0.00,0.00,53549.00
Richmond/Norfolk,Weekly,"2019-12-29 00:00:00",Conventional,0.872414838,237117.95,80328.13,51284.09,544.71,45027.56,0.00,0.00,0.00,59933.46
Roanoke,Weekly,"2019-01-07 00:00:00",Conventional,0.959863426,180467.22,57654.17,34625.03,119.96,29736.26,0.00,0.00,0.00,58331.79
Roanoke,Weekly,"2019-01-13 00:00:00",Conventional,0.908604396,211634.98,65946.29,33255.52,153.31,32669.73,0.00,0.00,0.00,79610.14
Roanoke,Weekly,"2019-01-20 00:00:00",Conventional,0.976518111,168439.06,49177.40,32211.19,155.95,33531.26,0.00,0.00,0.00,53363.26
Roanoke,Weekly,"2019-01-27 00:00:00",Conventional,1.024573478,166658.09,48595.37,33596.94,150.31,39097.38,0.00,0.00,0.00,45218.08
Roanoke,Weekly,"2019-02-03 00:00:00",Conventional,0.799456786,241798.09,92644.83,38426.64,288.88,34584.23,0.00,0.00,0.00,75853.52
Roanoke,Weekly,"2019-02-10 00:00:00",Conventional,0.843209027,194752.93,60658.08,36955.02,180.96,30449.56,0.00,0.00,0.00,66509.31
Roanoke,Weekly,"2019-02-17 00:00:00",Conventional,0.874373301,187807.23,59333.98,32512.14,174.79,28456.82,0.00,0.00,0.00,67329.50
Roanoke,Weekly,"2019-02-24 00:00:00",Conventional,0.929368948,177979.00,55196.29,31996.15,168.66,29986.84,0.00,0.00,0.00,60631.05
Roanoke,Weekly,"2019-03-03 00:00:00",Conventional,1.006826476,162143.15,52942.73,35385.62,136.13,31285.53,0.00,0.00,0.00,42393.15
Roanoke,Weekly,"2019-03-10 00:00:00",Conventional,0.943005408,184393.88,59133.50,34392.33,135.84,28963.56,0.00,0.00,0.00,61768.66
Roanoke,Weekly,"2019-03-17 00:00:00",Conventional,0.888507594,194588.59,70111.75,38154.28,109.91,29964.06,0.00,0.00,0.00,56248.60
Roanoke,Weekly,"2019-03-24 00:00:00",Conventional,0.984302472,176919.63,61156.86,35998.18,295.05,31459.94,0.00,0.00,0.00,48009.60
Roanoke,Weekly,"2019-03-31 00:00:00",Conventional,1.023913726,162590.65,51159.16,35895.47,152.48,32636.76,0.00,0.00,0.00,42746.78
Roanoke,Weekly,"2019-04-07 00:00:00",Conventional,0.896390721,214856.15,75863.42,40300.23,141.33,32322.99,0.00,0.00,0.00,66228.19
Roanoke,Weekly,"2019-04-14 00:00:00",Conventional,1.094478720,182585.26,53759.77,31160.17,155.61,33512.46,0.00,0.00,0.00,63997.26
Roanoke,Weekly,"2019-04-21 00:00:00",Conventional,1.317941753,148358.31,43513.75,25977.12,197.29,38213.09,0.00,0.00,0.00,40457.06
Roanoke,Weekly,"2019-04-28 00:00:00",Conventional,1.460817810,133882.61,41172.38,27255.02,181.54,33952.09,0.00,0.00,0.00,31321.58
Roanoke,Weekly,"2019-05-05 00:00:00",Conventional,1.216911485,197947.55,66808.46,33884.16,181.04,33398.79,0.00,0.00,0.00,63675.10
